,Hastag,timestamp,positive,negative,medium
379,qatar,2022-11-19,0.058410405,0.108993855,0.83259575
380,irgc,2022-11-19,0.07272826,0.16607903,0.76119274
381,usairn,2022-11-19,0.01146892,0.82083267,0.16769844
382,fifaworldcup2022,2022-11-19,0.07272826,0.16607903,0.76119274
383,freedom,2022-11-19,0.07272826,0.16607903,0.76119274
384,fifa,2022-11-19,0.08310209,0.0552512,0.8616467
385,worldcup,2022-11-19,0.5322340548768473,0.0346261122660098,0.4331398252216749
386,womenlifefreedom,2022-11-19,0.07272826,0.16607903,0.76119274
387,iranrevolution2022,2022-11-19,0.07272826,0.16607903,0.76119274
388,saytheirnames,2022-11-19,0.03403494,0.14841186,0.81755316
389,fifaworldcup,2022-11-19,0.5315480424630542,0.0351217746305418,0.4333301741871921
390,usa,2022-11-19,0.01146892,0.82083267,0.16769844
391,iranprotests,2022-11-19,0.07272826,0.16607903,0.76119274
392,iranprotests2022,2022-11-19,0.07272826,0.16607903,0.76119274
393,qatarworldcup2022,2022-11-19,0.2348273374999999,0.02696438,0.738208325
394,tehran,2022-11-19,0.07272826,0.16607903,0.76119274
395,fifaworldcupqatar2022,2022-11-19,0.08310209,0.0552512,0.8616467
396,qa,2022-11-19,0.07929547,0.0501579,0.8705466
397,qatar2022,2022-11-19,0.4575446576344086,0.0691443525806451,0.4733109724731182
398,r2pforiran,2022-11-19,0.07272826,0.16607903,0.76119274
399,freeiran,2022-11-19,0.07272826,0.16607903,0.76119274
400,mahsa_amini,2022-11-19,0.07272826,0.16607903,0.76119274
401,iranrevolution,2022-11-19,0.0692110042105263,0.2008028652631578,0.7299861605263158
402,mundialqatar2022,2022-11-20,0.0590184483333333,0.0530936966666666,0.8878878616666667
403,freeiran,2022-11-20,0.07272826,0.16607903,0.7611927400000001
404,football,2022-11-20,0.780568275,0.00542437,0.214007415
405,iranprotests2022,2022-11-20,0.07272826,0.16607903,0.7611927400000001
406,iranprotests,2022-11-20,0.07272826,0.16607903,0.7611927400000001
407,fifaworldcup,2022-11-20,0.1693474881751825,0.0513522740145985,0.7793002085401459
408,fifaworldcupqatar2022,2022-11-20,0.1325627,0.03212322,0.83531415
409,iran,2022-11-20,0.07272826,0.16607903,0.7611927400000001
410,fifaworldcup2022,2022-11-20,0.0697488133333333,0.1620073991666666,0.768243815
411,freedom,2022-11-20,0.07272826,0.16607903,0.7611927400000001
412,irgc,2022-11-20,0.07272826,0.16607903,0.7611927400000001
413,fifa,2022-11-20,0.6244005,0.00954784,0.36605173
414,qatar,2022-11-20,0.36004188,0.1634286499999999,0.4765294825
415,iranrevolution2022,2022-11-20,0.07272826,0.16607903,0.7611927400000001
416,iranrevolution,2022-11-20,0.06996598,0.1662617483333333,0.7637723
417,worldcupqatar2022,2022-11-20,0.09123603,0.07705951,0.8317044
418,qatar2022,2022-11-20,0.2229914931677018,0.0717831798757764,0.7052253154658386
419,tehran,2022-11-20,0.07272826,0.16607903,0.7611927400000001
420,worldcup2022,2022-11-20,0.1378870273333333,0.1324350779999999,0.7296779173333334
421,qatarworldcup2022,2022-11-20,0.0698087759999999,0.112343072,0.8178481530000001
422,opiran,2022-11-20,0.07272826,0.16607903,0.7611927400000001
423,argentina,2022-11-20,0.07407811,0.04008387,0.88583803
424,worldcup,2022-11-20,0.1406140723076923,0.1465561338461538,0.7128298184615385
425,saytheirnames,2022-11-20,0.00334263,0.94086,0.05579737
426,womenlifefreedom,2022-11-20,0.07272826,0.16607903,0.7611927400000001
427,ecuador,2022-11-20,0.39060614,0.01116863,0.5982252
428,latri,2022-11-20,0.0545012,0.08222614,0.86327267
429,wc2022,2022-11-20,0.07272826,0.16607903,0.7611927400000001
430,r2pforiran,2022-11-20,0.07272826,0.16607903,0.7611927400000001
431,mahsaamini,2022-11-20,0.0660555057142857,0.2140567014285714,0.7198878185714286
432,mahsa_amini,2022-11-20,0.07272826,0.16607903,0.7611927400000001
433,qatar2022,2022-11-21,0.0955708029530201,0.3844211430201342,0.5200080479194631
434,iranrevoiution,2022-11-21,0.0185349914285714,0.8281433828571428,0.1533216371428571
435,tehran,2022-11-21,0.07272826,0.16607903,0.7611927400000001
436,saytheirnames,2022-11-21,0.0478621434146341,0.6870234024390244,0.2651144397560975
437,kurdistan,2022-11-21,0.00359051,0.9278434,0.06856601
438,football,2022-11-21,0.03689789,0.06789126,0.8952108
439,qat,2022-11-21,0.7652407,0.0067676,0.22799167
440,iranrevolution,2022-11-21,0.062839956875,0.1990246018749999,0.738135460625
441,mahsa_amini,2022-11-21,0.07272826,0.16607903,0.7611927400000001
442,ecu,2022-11-21,0.05380661,0.18074754,0.7654458
443,qatarworldcup2022,2022-11-21,0.26952384,0.1040287117647058,0.6264474447058824
444,teammelli,2022-11-21,0.00279569,0.9300578,0.06714646
445,fifaworldcupqatar2022,2022-11-21,0.51120182,0.017915395,0.470882775
446,eth,2022-11-21,0.14350285,0.01825505,0.8382422
447,iran,2022-11-21,0.1162024315384615,0.1539904161538461,0.7298071761538462
448,fifaworldcup2022,2022-11-21,0.1299347438461538,0.1430256623076923,0.72703962
449,wc2022,2022-11-21,0.07272826,0.16607903,0.7611927400000001
450,giveaway,2022-11-21,0.14350285,0.01825505,0.8382422
451,iranprotests2022,2022-11-21,0.0637449461538461,0.2317660561538461,0.704489016923077
452,iranprotests,2022-11-21,0.0678622983333333,0.2016595024999999,0.7304782233333333
453,fifaworldcup,2022-11-21,0.1070816784057971,0.3845437979710144,0.508374547826087
454,argentina,2022-11-21,0.03206519,0.21820147,0.7497333
455,irn,2022-11-21,0.060752832,0.052899708,0.88634746
456,freeiran,2022-11-21,0.07272826,0.16607903,0.7611927400000001
457,samanyasin,2022-11-21,0.00789716,0.79525316,0.1968497
458,worldcup,2022-11-21,0.0749262516,0.2246336132,0.7004401364
459,womenlifefreedom,2022-11-21,0.07272826,0.16607903,0.7611927400000001
460,england,2022-11-21,0.0512102,0.07086445,0.8779254
461,freedom,2022-11-21,0.07272826,0.16607903,0.7611927400000001
462,irgc,2022-11-21,0.07272826,0.16607903,0.7611927400000001
463,eng,2022-11-21,0.09175079,0.0491323699999999,0.8591168499999999
464,opiran,2022-11-21,0.07272826,0.16607903,0.7611927400000001
465,méxico,2022-11-21,0.16716258,0.05011766,0.78271973
466,r2pforiran,2022-11-21,0.07272826,0.16607903,0.7611927400000001
467,worldcup2022,2022-11-21,0.1993821614285714,0.1316008785714285,0.6690169814285715
468,worldcupqatar2022,2022-11-21,0.2320793133333333,0.4521414033333333,0.3157793166666666
469,iranrevolution2022,2022-11-21,0.07272826,0.16607903,0.7611927400000001
470,mahsaamini,2022-11-21,0.0335399545714285,0.6102098845714286,0.3562501634285714
471,fifa,2022-11-21,0.3641158916666667,0.1529274983333333,0.4829566133333333
472,qatar,2022-11-21,0.0109452665517241,0.7574226103448276,0.2316321765517241
473,mundialqatar2022,2022-11-21,0.16716258,0.05011766,0.78271973
474,mex,2022-11-21,0.13229138,0.02740029,0.8403083
475,fifaworldcup2022,2022-11-22,0.1601355218181818,0.12959926,0.7102652227272728
476,mundialqatar2022,2022-11-22,0.11788685,0.066243165,0.815869985
477,fifa,2022-11-22,0.93391633,0.00138736,0.064696305
478,tehran,2022-11-22,0.06797585,0.1633919585714285,0.7686322057142857
479,méxico,2022-11-22,0.0871916366666666,0.0884646033333333,0.8243437433333334
480,fifaworldcup,2022-11-22,0.1018843175308642,0.1152576628546913,0.7828580092222223
481,opiran,2022-11-22,0.07272826,0.16607903,0.7611927399999999
482,worldcup,2022-11-22,0.317156247,0.146105132,0.536738623
483,argentina,2022-11-22,0.0750055478947368,0.08096966,0.8440247742105264
484,arg,2022-11-22,0.11537509,0.08794641,0.7966784
485,freedom,2022-11-22,0.07272826,0.16607903,0.7611927399999999
486,freeiran,2022-11-22,0.07272826,0.16607903,0.7611927399999999
487,worldcup2022,2022-11-22,0.1784155569230769,0.1652039123076923,0.6563805438461539
488,r2pforiran,2022-11-22,0.07272826,0.16607903,0.7611927399999999
489,mahsaamini,2022-11-22,0.0505485081818181,0.2956703036363636,0.6537812181818182
490,wc2022,2022-11-22,0.07272826,0.16607903,0.7611927399999999
491,giveaway,2022-11-22,0.5979308475,0.00749160375,0.39457754875
492,worldcupqatar2022,2022-11-22,0.0431412866666666,0.166195115,0.7906636033333334
493,womenlifefreedom,2022-11-22,0.07272826,0.16607903,0.7611927399999999
494,qatar2022,2022-11-22,0.1117506109937888,0.1085391840449068,0.7797101956956521
495,mahsa_amini,2022-11-22,0.07272826,0.16607903,0.7611927399999999
496,qatarworldcup2022,2022-11-22,0.13046234875,0.08337442375,0.786163219375
497,fifaワールドカップ,2022-11-22,0.039651325,0.24397901,0.7163697
498,football,2022-11-22,0.463338055,0.3365120649999999,0.200149865
499,irgc,2022-11-22,0.0568306175,0.3057305725,0.63743885
500,iranprotests,2022-11-22,0.056969067,0.272482439,0.670548516
501,iranrevolution,2022-11-22,0.0673569271428571,0.1860694542857142,0.7465736528571429
502,iranrevolution2022,2022-11-22,0.07272826,0.16607903,0.7611927399999999
503,iranprotests2022,2022-11-22,0.05211816,0.32886009,0.6190217609090909
504,qatar,2022-11-22,0.0843589466666666,0.2757649066666666,0.6398761433333333
505,mex,2022-11-22,0.1257370771428571,0.0672885985714285,0.8069742914285715
506,pol,2022-11-22,0.12178222,0.0671679524999999,0.8110498150000001
507,iran,2022-11-22,0.0658403957142857,0.2060232757142857,0.7281363528571428
508,qatar20,2022-11-22,0.3981996,0.01873719,0.58306324
509,fifaworldcupqatar2022,2022-11-22,0.0651319466666666,0.0704211966666666,0.8644468633333333
510,nfts,2022-11-23,0.15100121,0.05092954,0.79806924
511,wc2022,2022-11-23,0.07272826,0.16607903,0.76119274
512,iran,2022-11-23,0.07272826,0.16607903,0.76119274
513,iranprotests,2022-11-23,0.0381280625,0.5438696725,0.41800231
514,iranprotests2022,2022-11-23,0.07272826,0.16607903,0.76119274
515,blackstars,2022-11-23,0.352338994,0.070854164,0.576806806
516,samuraiblue,2022-11-23,0.0429498725,0.1935898925,0.763460255
517,irgc,2022-11-23,0.07272826,0.16607903,0.76119274
518,worldcup,2022-11-23,0.230925905,0.0657583911111111,0.7033157083333333
519,worldcupqatar2022,2022-11-23,0.2556339305882353,0.0377588158823529,0.7066072629411765
520,copamundialfifa,2022-11-23,0.09522156,0.08723287,0.8175456
521,worldcup2022,2022-11-23,0.2701534253333333,0.0415666346666666,0.68827995
522,r2pforiran,2022-11-23,0.07272826,0.16607903,0.76119274
523,womenlifefreedom,2022-11-23,0.07272826,0.16607903,0.76119274
524,iranrevolution,2022-11-23,0.07272826,0.16607903,0.76119274
525,iranrevolution2022,2022-11-23,0.07272826,0.16607903,0.76119274
526,iranusa,2022-11-23,0.08888343,0.068773,0.8423436
527,opiran,2022-11-23,0.07272826,0.16607903,0.76119274
528,fifaworldcup2022,2022-11-23,0.2598153584615384,0.0425038619230769,0.6976807807692308
529,freeiran,2022-11-23,0.07272826,0.16607903,0.76119274
530,freedom,2022-11-23,0.07272826,0.16607903,0.76119274
531,qatar20,2022-11-23,0.08947321,0.21444513,0.69608164
532,qatar,2022-11-23,0.098237175,0.08810762375,0.81365522
533,usa,2022-11-23,0.04447556,0.07003565,0.8854888
534,mundialqatar2022,2022-11-23,0.16716258,0.05011766,0.78271973
535,qatarworldcup2022,2022-11-23,0.0569553233333333,0.3076959461111111,0.6353487355555556
536,fifaworldcup,2022-11-23,0.2738312741481482,0.1065582041481481,0.6196105265925925
537,fifaワールドカップ,2022-11-23,0.055311378,0.3468021,0.5978865680000001
538,fifaworldcupqatar2022,2022-11-23,0.04234876,0.13251606,0.8251352
539,qat,2022-11-23,0.03424017,0.16580364,0.7999562
540,tehran,2022-11-23,0.07272826,0.16607903,0.76119274
541,mahsaamini,2022-11-23,0.07272826,0.16607903,0.76119274
542,méxico,2022-11-23,0.16716258,0.05011766,0.78271973
543,giveaway,2022-11-23,0.15100121,0.05092954,0.79806924
544,qatar2022,2022-11-23,0.2120727338235294,0.1041734792436974,0.6837537885714285
545,argentina,2022-11-23,0.2932475949999999,0.0824178775,0.6243345375
546,senegal,2022-11-23,0.07095955,0.08626814,0.84277225
547,mahsa_amini,2022-11-23,0.07272826,0.16607903,0.76119274
548,qatarworldcup2022,2022-11-24,0.0566643663636363,0.1623291518181818,0.7810065
549,ecuador,2022-11-24,0.09404664,0.06892256,0.8370307
550,coinexturns5,2022-11-24,0.21284384,0.02112658,0.7660296
551,coinexmoment,2022-11-24,0.21284384,0.02112658,0.7660296
552,qatar2022,2022-11-24,0.1198152907092198,0.109711654822695,0.7704730565957447
553,opiran,2022-11-24,0.07272826,0.16607903,0.76119274
554,copamundialfifa,2022-11-24,0.1438684274999999,0.067437565,0.7886940175
555,qa,2022-11-24,0.03220433,0.13446388,0.8333318
556,qatar,2022-11-24,0.04301473,0.0882049,0.8687803675
557,china,2022-11-24,0.21617607,0.0334025899999999,0.7504214
558,samuraiblue,2022-11-24,0.05272279,0.2158505,0.7314266733333333
559,saytheirnames,2022-11-24,0.0071002633333333,0.82075161,0.17214814
560,r2pforiran,2022-11-24,0.0492978033333333,0.4274862299999999,0.52321598
561,tehran,2022-11-24,0.0828328466666666,0.2347423533333333,0.6824248266666667
562,mahsa_amini,2022-11-24,0.07272826,0.16607903,0.76119274
563,méxico,2022-11-24,0.16716258,0.05011766,0.78271973
564,fifaワールドカップ,2022-11-24,0.05309716,0.20686702,0.740035812
565,iranrevolution2022,2022-11-24,0.07272826,0.16607903,0.76119274
566,irgc,2022-11-24,0.07272826,0.16607903,0.76119274
567,blackstars,2022-11-24,0.245849696,0.041323956,0.712826336
568,usmnt,2022-11-24,0.00637323,0.8207089,0.17291787
569,fifaworldcup2022,2022-11-24,0.06576663,0.14436469,0.789868712
570,fifa,2022-11-24,0.092282936,0.09865499,0.8090620679999999
571,worldcup,2022-11-24,0.0850937675,0.1430234825,0.77188277
572,fifaworldcup,2022-11-24,0.1446516592982456,0.0858233166666666,0.7695250277192982
573,worldcupqatar2022,2022-11-24,0.093181978,0.1148165033333333,0.792001515
574,womenlifefreedom,2022-11-24,0.07272826,0.16607903,0.76119274
575,worldcup2022,2022-11-24,0.063680885,0.1687250149999999,0.7675941
576,mundialqatar2022,2022-11-24,0.16716258,0.05011766,0.78271973
577,mahsaamini,2022-11-24,0.038411108,0.44812471,0.513464202
578,iranprotests,2022-11-24,0.0467003475,0.4615719024999999,0.49172776
579,freedom,2022-11-24,0.07272826,0.16607903,0.76119274
580,iranprotests2022,2022-11-24,0.07272826,0.16607903,0.76119274
581,iranrevolution,2022-11-24,0.0711915675,0.214081255,0.7147272100000001
582,freeiran,2022-11-24,0.07272826,0.16607903,0.76119274
583,wc2022,2022-11-24,0.07272826,0.16607903,0.76119274
584,iran,2022-11-24,0.07272826,0.16607903,0.76119274
585,mehransamak,2022-11-25,0.00798085,0.77844507,0.21357414
586,fifaworldcupqatar2022,2022-11-25,0.1616991888888889,0.0638651344444444,0.7744356655555555
587,unimoni,2022-11-25,0.0939932714285714,0.0825120957142857,0.8234946014285713
588,wc2022,2022-11-25,0.0743318254545454,0.1550701527272727,0.7705980545454545
589,fifaworldcup,2022-11-25,0.2609204071428571,0.1961566014285714,0.5250658582142858
590,r2pforiran,2022-11-25,0.07272826,0.16607903,0.76119274
591,fifaworldcup2022,2022-11-25,0.0784979458823529,0.1515725647058823,0.7699294964705883
592,womenlifefreedom,2022-11-25,0.07272826,0.16607903,0.76119274
593,freedom,2022-11-25,0.07272826,0.16607903,0.76119274
594,usairn,2022-11-25,0.03577694,0.18650596,0.7777172
595,mex,2022-11-25,0.0994715657142857,0.0234100899999999,0.8771183942857144
596,qa,2022-11-25,0.05832643,0.05369873,0.88797486
597,latri,2022-11-25,0.3526164633333333,0.0349837199999999,0.6123998033333333
598,usa,2022-11-25,0.12930158,0.4978321833333334,0.372866195
599,football,2022-11-25,0.13040099625,0.0729239225,0.79667505125
600,saytheirnames,2022-11-25,0.0173943802586206,0.6610373164655172,0.3215682983620689
601,giveaway,2022-11-25,0.36601096,0.01380851,0.62018055
602,usavirn,2022-11-25,0.03577694,0.18650596,0.7777172
603,qatarworldcup2022,2022-11-25,0.0474974239999999,0.126710728,0.825791848
604,qatar,2022-11-25,0.17089684,0.1812048863636363,0.6478982818181819
605,freeiran,2022-11-25,0.07272826,0.16607903,0.76119274
606,wal,2022-11-25,0.24287176,0.23646605,0.5206622
607,nfts,2022-11-25,0.1048416024999999,0.0434002074999999,0.8517582125000001
608,contestalert,2022-11-25,0.0939932714285714,0.0825120957142857,0.8234946014285713
609,contestalerindia,2022-11-25,0.0939932714285714,0.0825120957142857,0.8234946014285713
610,arg,2022-11-25,0.0994715657142857,0.0234100899999999,0.8771183942857144
611,contest,2022-11-25,0.0939932714285714,0.0825120957142857,0.8234946014285713
612,qatar2022,2022-11-25,0.1868125360732984,0.2909367274345549,0.5196329462041884
613,opiran,2022-11-25,0.07272826,0.16607903,0.76119274
614,iranrevolution,2022-11-25,0.0656332516666666,0.2251958258333333,0.7091709541666668
615,blackstars,2022-11-25,0.6930903614285714,0.0106773185714285,0.2962323428571428
616,iranrevolution2022,2022-11-25,0.0671795445454545,0.2124650909090909,0.7203553954545455
617,irgc,2022-11-25,0.07272826,0.16607903,0.76119274
618,iranprotests,2022-11-25,0.0627352916666666,0.2533399083333333,0.68392483
619,iran,2022-11-25,0.0855617921428571,0.2249022728571428,0.6895359614285714
620,mahsaamini,2022-11-25,0.059383775,0.2691977085714285,0.6714185414285715
621,senegal,2022-11-25,0.3274390714285714,0.0194136742857142,0.6531472457142857
622,england,2022-11-25,0.224807175,0.0246671399999999,0.750525725
623,iranrevoiution2022,2022-11-25,0.00236872,0.96021223,0.03741902
624,iranrevoiution,2022-11-25,0.89840317,0.0045915,0.09700527
625,eng,2022-11-25,0.078960064,0.5794542420000001,0.341585654
626,iranprotests2022,2022-11-25,0.0627352916666666,0.2533399083333333,0.68392483
627,ecuador,2022-11-25,0.0723499099999999,0.04764948,0.88000059
628,irn,2022-11-25,0.01130258,0.68569875,0.3029987
629,worldcup2022,2022-11-25,0.3052503476923077,0.0935264484615384,0.6012232096153846
630,worldcup,2022-11-25,0.1061065221428571,0.1211979202853571,0.7726955615
631,fifa,2022-11-25,0.36601096,0.01380851,0.62018055
632,usmnt,2022-11-25,0.072604205,0.15843068,0.768965075
633,sen,2022-11-25,0.5410023,0.0061061,0.45289165
634,irnusa,2022-11-25,0.006699332,0.838147724,0.155152942
635,ned,2022-11-25,0.06714189,0.0494684266666666,0.8833896333333332
636,teammelli,2022-11-25,0.0232219757142857,0.6583108128571428,0.3184672428571428
637,ecu,2022-11-25,0.0667418099999999,0.0558232179999999,0.87743494
638,mahsa_amini,2022-11-25,0.048055433,0.1886808725,0.763263726
639,worldcupqatar2022,2022-11-25,0.139637956,0.111545786,0.7488162340000001
640,méxico,2022-11-25,0.07462049,0.13257277,0.79280674
641,samuraiblue,2022-11-25,0.04005192,0.2095307,0.75041735
642,tehran,2022-11-25,0.07272826,0.16607903,0.76119274
643,senegal,2022-11-26,0.07771517,0.07782092,0.8444639
644,mahsa_amini,2022-11-26,0.07272826,0.16607903,0.76119274
645,qatar2022,2022-11-26,0.1460850084210526,0.0916158017297697,0.7622991873848685
646,iranrevolution2022,2022-11-26,0.07272826,0.16607903,0.76119274
647,irgc,2022-11-26,0.07272826,0.16607903,0.76119274
648,irn,2022-11-26,0.05951356,0.10447998,0.8360065
649,irnusa,2022-11-26,0.20456013,0.5974853325,0.1979545425
650,worldcupqatar2022,2022-11-26,0.0932778277272727,0.1208109227272727,0.7859112481818182
651,copamundialfifa,2022-11-26,0.08091447,0.09173491,0.8273506
652,contestalert,2022-11-26,0.09218445,0.07401984,0.8337957
653,contestalerindia,2022-11-26,0.09218445,0.07401984,0.8337957
654,iran,2022-11-26,0.07272826,0.16607903,0.76119274
655,coinexturns5,2022-11-26,0.1790598595597484,0.0522727805660377,0.7686673523899371
656,coinexmoment,2022-11-26,0.1790598595597484,0.0522727805660377,0.7686673523899371
657,iranprotests,2022-11-26,0.07272826,0.16607903,0.76119274
658,worldcup2022,2022-11-26,0.1510180509090909,0.1148479772727272,0.7341339954545455
659,iranrevoiution,2022-11-26,0.0511946399999999,0.3829865933333333,0.5658187566666667
660,iranrevoiution2022,2022-11-26,0.7969593,0.00352429,0.19951642
661,iranrevolution,2022-11-26,0.063852604,0.253263104,0.682884324
662,contest,2022-11-26,0.09218445,0.07401984,0.8337957
663,iranprotests2022,2022-11-26,0.07272826,0.16607903,0.76119274
664,wc2022,2022-11-26,0.07272826,0.16607903,0.76119274
665,qatarworldcup2022,2022-11-26,0.0818079054545454,0.0863949696969696,0.8317971448484849
666,giveaway,2022-11-26,0.1805515206289308,0.0519442336477987,0.7675042378616352
667,saytheirnames,2022-11-26,0.0070937399999999,0.7954723466666667,0.1974339166666666
668,worldcup,2022-11-26,0.1592784744444444,0.20108093,0.6396406133333333
669,r2pforiran,2022-11-26,0.07272826,0.16607903,0.76119274
670,womenlifefreedom,2022-11-26,0.217574468,0.1335680819999999,0.6488574760000001
671,ksa,2022-11-26,0.0816428066666666,0.23068644,0.6876707433333333
672,mundialqatar2022,2022-11-26,0.1231850933333333,0.0886867866666666,0.78812811
673,qa,2022-11-26,0.0805645925,0.319348445,0.6000869575
674,football,2022-11-26,0.09218445,0.07401984,0.8337957
675,qat,2022-11-26,0.14331892,0.07708812,0.77959293
676,mex,2022-11-26,0.100836368125,0.080359538125,0.81880412375
677,opiran,2022-11-26,0.07272826,0.16607903,0.76119274
678,méxico,2022-11-26,0.1311494766666666,0.0721753466666666,0.7966751705555555
679,fifaworldcupqatar2022,2022-11-26,0.38787267,0.01347792,0.59864944
680,fifaworldcup,2022-11-26,0.1364500582471264,0.0908268657471264,0.7727230724712644
681,pol,2022-11-26,0.12955315,0.16120993,0.7092369
682,fifaworldcup2022,2022-11-26,0.0654912305,0.10583318,0.828675588
683,ecuador,2022-11-26,0.06990677,0.061215648,0.8688775400000001
684,polarg,2022-11-26,0.03393815,0.1314066,0.8346552
685,blackstars,2022-11-26,0.12999026,0.0277316833333333,0.8422781
686,tehran,2022-11-26,0.07272826,0.16607903,0.76119274
687,ecusen,2022-11-26,0.09218445,0.07401984,0.8337957
688,polonia,2022-11-26,0.0728693233333333,0.0892750366666666,0.8378556333333332
689,fifaワールドカップ,2022-11-26,0.0413746433333333,0.20886564,0.7497596999999999
690,ultimahora,2022-11-26,0.08870716,0.16279024,0.7485026
691,ultimominuto,2022-11-26,0.08870716,0.16279024,0.7485026
692,usa,2022-11-26,0.07934085,0.16353148,0.75712772
693,mahsaamini,2022-11-26,0.0714133616666666,0.2502497083333333,0.6783369533333333
694,arg,2022-11-26,0.1508654071428571,0.0505764271428571,0.7985581614285715
695,argentina,2022-11-26,0.1487256847368421,0.0660227889473684,0.7852515394736842
696,qatar20,2022-11-26,0.063240795,0.051279865,0.88547935
697,freeiran,2022-11-26,0.07272826,0.16607903,0.76119274
698,unimoni,2022-11-26,0.09218445,0.07401984,0.8337957
699,fifa,2022-11-26,0.38787267,0.01347792,0.59864944
700,freedom,2022-11-26,0.07272826,0.16607903,0.76119274
701,qatar,2022-11-26,0.02600465,0.37154567,0.6024497
702,fra,2022-11-26,0.3572489666666666,0.0772588305666666,0.56549218
703,mundialqatar2022,2022-11-27,0.0389287477777777,0.0644343144444444,0.8966369288888889
704,méxico,2022-11-27,0.06827356,0.03999698,0.89172935
705,copamundialfifa,2022-11-27,0.05270788,0.1678996,0.77939254
706,iranprotests2022,2022-11-27,0.07272826,0.16607903,0.76119274
707,iranprotests,2022-11-27,0.07272826,0.16607903,0.76119274
708,iran,2022-11-27,0.0573331418181818,0.2716859672727272,0.6709809127272727
709,iranrevoiution,2022-11-27,0.0451784785714285,0.3321960057142857,0.6226255228571429
710,eth,2022-11-27,0.9111386,0.00155927,0.08730209
711,irgc,2022-11-27,0.07272826,0.16607903,0.76119274
712,iranrevolution2022,2022-11-27,0.0583107066666666,0.30787275,0.6338165688888888
713,irnusa,2022-11-27,0.0227853877777777,0.6403644477777778,0.3368501655555556
714,iranrevolution,2022-11-27,0.03532183125,0.45483088125,0.5098472804166666
715,opiran,2022-11-27,0.07272826,0.16607903,0.76119274
716,qatar,2022-11-27,0.1126073732352941,0.4286934252941176,0.4586991538235294
717,qatarworldcup2022,2022-11-27,0.0707181754545454,0.2380011145454545,0.69128071
718,mex,2022-11-27,0.127742585,0.196583655,0.6756737349999999
719,qat,2022-11-27,0.097091298,0.065406376,0.8375024
720,football,2022-11-27,0.17372093,0.03613339,0.7901457
721,mahsaamini,2022-11-27,0.19799757625,0.387843363,0.4141590684999999
722,mahsa_amini,2022-11-27,0.0572072923076923,0.2505119976923077,0.6922807392307693
723,qatar2022,2022-11-27,0.1506620007786259,0.1140555790839694,0.7352824133282443
