,Hastag,timestamp,positive,negative,medium
724,freeiran,2022-11-27,0.0611361646153846,0.23164819,0.7072156684615385
725,freedom,2022-11-27,0.1139692275,0.1504025199999999,0.7356282775
726,fifa,2022-11-27,0.070930025,0.0551949816666666,0.8738749666666666
727,fifaワールドカップ,2022-11-27,0.05961278,0.13423617,0.80615103
728,ksa,2022-11-27,0.0489985,0.06735781,0.8836437
729,polarg,2022-11-27,0.048354035,0.1029936549999999,0.8486523
730,fifaworldcupqatar2022,2022-11-27,0.2968253525,0.0829633375,0.62021131
731,pol,2022-11-27,0.05532104,0.11147683,0.8332022
732,fifaworldcup2022,2022-11-27,0.2442978584210526,0.1121518889473684,0.643550287368421
733,fifaworldcup,2022-11-27,0.0954761052830188,0.079042845,0.8254810521069182
734,r2pforiran,2022-11-27,0.07272826,0.16607903,0.76119274
735,samuraiblue,2022-11-27,0.052783325,0.1596947566666666,0.78752189
736,arg,2022-11-27,0.16414367,0.22768874,0.6081676
737,argentina,2022-11-27,0.06827356,0.03999698,0.89172935
738,saharkhodayari,2022-11-27,0.00670397,0.84366584,0.14963019
739,worldcup2022,2022-11-27,0.1018746242857142,0.15883792,0.7392874685714286
740,blackstars,2022-11-27,0.05472685,0.03897246,0.9063007
741,chinaprotests,2022-11-27,0.09561341,0.40278488,0.5016017
742,saytheirnames,2022-11-27,0.033313704,0.588412746,0.37827352
743,tehran,2022-11-27,0.07272826,0.16607903,0.76119274
744,wc2022,2022-11-27,0.07272826,0.16607903,0.76119274
745,worldcupqatar2022,2022-11-27,0.16783582625,0.09728818875,0.734875995
746,womenlifefreedom,2022-11-27,0.07272826,0.16607903,0.76119274
747,worldcup,2022-11-27,0.0653317666666666,0.55878507875,0.3758831225
748,china,2022-11-27,0.09561341,0.40278488,0.5016017
749,polarg,2022-11-28,0.04252834,0.077892765,0.87957887
750,pol,2022-11-28,0.04874272,0.05728961,0.89396769
751,espnqatarenstarplus,2022-11-28,0.18007594,0.0153404,0.80458367
752,qatar20,2022-11-28,0.0496279,0.13775864,0.8126135
753,qatar,2022-11-28,0.1304306778378378,0.1346348797297297,0.7349344410810811
754,blackstars,2022-11-28,0.1442568911538461,0.0581559923076923,0.797587126923077
755,usairn,2022-11-28,0.03670958,0.17642894,0.78686154
756,qat,2022-11-28,0.1856344514285714,0.0999744185714285,0.7143911428571429
757,freedom,2022-11-28,0.0758519889655172,0.1635765796551724,0.7605714593103449
758,freeiran,2022-11-28,0.0695137086666666,0.1891714239999999,0.7413148986666668
759,ksa,2022-11-28,0.050245132,0.049651082,0.900103784
760,usa,2022-11-28,0.0820861825,0.1166054075,0.8013084325
761,ned,2022-11-28,0.090915265,0.048364295,0.86072042
762,womenlifefreedom,2022-11-28,0.07272826,0.16607903,0.76119274
763,kianpirfalak,2022-11-28,0.020938435,0.3360063199999999,0.643055275
764,polonia,2022-11-28,0.0430370566666666,0.05618731,0.9007755833333334
765,eth,2022-11-28,0.5843379200000001,0.004956615,0.41070548
766,qa,2022-11-28,0.0361402722222222,0.1174419877777777,0.8464177688888889
767,méxico,2022-11-28,0.0709243059999999,0.05182688,0.8772488339999999
768,unimoni,2022-11-28,0.119361875625,0.09646354375,0.784174584375
769,eng,2022-11-28,0.0932202433333333,0.14535568,0.76142406
770,opiran,2022-11-28,0.0627456565,0.13417672025,0.8030776255000001
771,mahsa_amini,2022-11-28,0.065710113125,0.2303779225,0.7039119925
772,mahsaamini,2022-11-28,0.1448352378082191,0.2368927758904109,0.6182719989041097
773,england,2022-11-28,0.09742466,0.1032701199999999,0.7993052
774,nfts,2022-11-28,0.5814416333333333,0.0120235661904761,0.4065348119047619
775,usmnt,2022-11-28,0.2175310766666666,0.0604741883333333,0.721994665
776,wc2022,2022-11-28,0.07272826,0.16607903,0.76119274
777,latri,2022-11-28,0.04180882,0.04369883,0.9144923
778,usavirn,2022-11-28,0.09467683,0.35760583,0.5477173866666667
779,vtv,2022-11-28,0.07772393,0.08542889,0.8368472
780,ecu,2022-11-28,0.1154645433333333,0.0706416999999999,0.8138937533333334
781,argentina,2022-11-28,0.1437621122222222,0.0348613955555555,0.8213764511111111
782,ecuador,2022-11-28,0.4445160069230769,0.0266826992307692,0.5288012646153846
783,arg,2022-11-28,0.0687623471428571,0.0800717728571428,0.8511658914285715
784,wal,2022-11-28,0.090915265,0.048364295,0.86072042
785,giveaway,2022-11-28,0.177313545,0.034685145,0.7880012425
786,tehran,2022-11-28,0.07272826,0.16607903,0.76119274
787,fifaworldcup,2022-11-28,0.1282999389272503,0.1579289150801479,0.7137711606905055
788,iranrevolution,2022-11-28,0.0628119725641025,0.2380408351282051,0.6991472161538461
789,worldcupqatar2022,2022-11-28,0.104113375,0.0913602540625,0.8045263643749999
790,mex,2022-11-28,0.0648662471428571,0.0646156371428571,0.8705181228571428
791,fifaworldcup2022,2022-11-28,0.2307342598529411,0.1165502579411764,0.6527154942647059
792,iranprotests2022,2022-11-28,0.0721511416666666,0.1676002746666666,0.760248614
793,qatarworldcup2022,2022-11-28,0.1080130662130177,0.3085894209467456,0.5833975289349113
794,iranrevoiution2022,2022-11-28,0.6233447890909091,0.0222140181818181,0.3544412227272727
795,iranrevoiution,2022-11-28,0.55159704,0.1017500483333333,0.3466529491666667
796,irnusa,2022-11-28,0.0312750007317073,0.2344402034146341,0.7342847834146341
797,irgc,2022-11-28,0.07272826,0.16607903,0.76119274
798,irn,2022-11-28,0.1208723,0.06188978,0.8172379
799,chinaprotests,2022-11-28,0.0516610883333333,0.21473415,0.7336047383333334
800,chinaprotest2022,2022-11-28,0.0453974966666666,0.2113048549999999,0.7432976166666667
801,china,2022-11-28,0.0544080839130434,0.2235113943478261,0.7220805152173913
802,saytheirnames,2022-11-28,0.0350906257142857,0.2123230431868131,0.7525863552747253
803,fifa,2022-11-28,0.2251588749999999,0.0557082472222222,0.7191328483333332
804,copamundialfifa,2022-11-28,0.3928873149999999,0.0395907199999999,0.567521945
805,football,2022-11-28,0.1887034562962963,0.0562671403703703,0.7550293822222222
806,r2pforiran,2022-11-28,0.07272826,0.16607903,0.76119274
807,iranrevolution2022,2022-11-28,0.0672484897142857,0.1759458425714285,0.7568056862857143
808,iranprotests,2022-11-28,0.07272826,0.16607903,0.76119274
809,sen,2022-11-28,0.1208723,0.06188978,0.8172379
810,ultimominuto,2022-11-28,0.0492250022222222,0.2007116785185185,0.7500633203703703
811,worldcup,2022-11-28,0.3007696749056603,0.0822845175471698,0.6169458152830188
812,iran,2022-11-28,0.0610328482222222,0.1832481002222222,0.7557190677777778
813,ultimahora,2022-11-28,0.0415491492307692,0.2712382507692307,0.6872126115384615
814,mundialqatar2022,2022-11-28,0.0801746379999999,0.096234786,0.823590555
815,fifaworldcupqatar2022,2022-11-28,0.1318635392783505,0.1108839168041237,0.7572525520618556
816,ahora,2022-11-28,0.0481404897142857,0.1784073877142857,0.7734521314285715
817,fra,2022-11-28,0.117544435,0.05741125,0.8250443000000001
818,senegal,2022-11-28,0.0592149675,0.069479885,0.8713051375
819,fifaワールドカップ,2022-11-28,0.04213482,0.1637847128571428,0.7940804628571428
820,qatar2022,2022-11-28,0.1472200066990846,0.1281286517391304,0.7246513435697941
821,contest,2022-11-28,0.1536471068421052,0.0811305294736842,0.7652223484210526
822,inglaterra,2022-11-28,0.05561629,0.28708014,0.6573036
823,contestalerindia,2022-11-28,0.119361875625,0.09646354375,0.784174584375
824,worldcup2022,2022-11-28,0.2543097448514851,0.0905550226732673,0.6551352396039605
825,contestalert,2022-11-28,0.119361875625,0.09646354375,0.784174584375
826,mahsa_amini,2022-11-29,0.0627029732390243,0.3824923304682927,0.5548047074439025
827,mahsaamini,2022-11-29,0.3300965717796481,0.2700388215256312,0.3998646003458301
828,ultimahora,2022-11-29,0.0448443077485714,0.3155231040571428,0.6396325956114285
829,mex,2022-11-29,0.0812449791891891,0.0918977371428571,0.8268572736293436
830,usa,2022-11-29,0.1722961925882734,0.1123337493032037,0.7153700624100098
831,ultimominuto,2022-11-29,0.0449808565268676,0.3269783234207077,0.6280408284141547
832,mehransamak,2022-11-29,0.010916346226415,0.7508267992528301,0.2382568282490565
833,unimoni,2022-11-29,0.1092743074380165,0.1011993162396694,0.7895263731404959
834,usavirn,2022-11-29,0.4979472275447238,0.1014259620974851,0.400626811457091
835,usmnt,2022-11-29,0.1164923057357212,0.3505309881848983,0.5329767044869314
836,mankowutindamli,2022-11-29,0.1231409234861111,0.0505420344583333,0.8263170249444444
837,usvsiran,2022-11-29,0.6521743621216617,0.0158144306528189,0.3320112548664688
838,usairn,2022-11-29,0.0541304138294651,0.424536739223007,0.5213328374369324
839,worldcup2022,2022-11-29,0.1972718395302714,0.1349081799333716,0.6678199893716076
840,worldcup,2022-11-29,0.294756111631327,0.1032980266551231,0.6019458751795486
841,worldcupqatar2022,2022-11-29,0.1285808725490196,0.1382754995424836,0.7331436178431372
842,womenlifefreedom,2022-11-29,0.0729621608349514,0.1700026073980582,0.7570352608737865
843,iranrevoiution,2022-11-29,0.1979938292265193,0.1965466751933701,0.6054595057458564
844,iranprotests2022,2022-11-29,0.0717498292750929,0.190984259126394,0.7372659412267658
845,iranrevoiution2022,2022-11-29,0.5745541494593709,0.0622087286961926,0.3632371119252949
846,iranrevolution,2022-11-29,0.1004310106332138,0.213262424599761,0.6863065881123058
847,iran,2022-11-29,0.3790871728200537,0.1436925532186392,0.477220295382274
848,iranprotests,2022-11-29,0.0728241928185328,0.1798410209266409,0.7473348161389961
849,irnusa,2022-11-29,0.0290302707130607,0.6405969633919457,0.3303727715515424
850,irn,2022-11-29,0.0998547276827242,0.1514266582724252,0.7487186173172757
851,irausa,2022-11-29,0.1588469872419627,0.6542361726226734,0.1869168308460237
852,iranvsusa,2022-11-29,0.6689247070720549,0.044216655062905,0.2868586320930232
853,iranusa,2022-11-29,0.0356078619768786,0.2906143552138728,0.6737777605664739
854,iranrevolution2022,2022-11-29,0.0396526528636709,0.5065852083777609,0.4537621562757045
855,irgc,2022-11-29,0.0766922225471698,0.1815366482830188,0.7417711580943396
856,vtv,2022-11-29,0.0812099512878787,0.0868955545959595,0.8318944168434343
857,wal,2022-11-29,0.0905720851547303,0.1050933120335985,0.8034504339876216
858,waleng,2022-11-29,0.1471253858040201,0.0998342454145728,0.7530403731532663
859,wc2022,2022-11-29,0.0741400831115459,0.1670327220547945,0.7588272247945206
860,kurdistan,2022-11-29,0.0270463521158129,0.7667325166592427,0.206221066636971
861,ksa,2022-11-29,0.1099229531318681,0.0954011625274725,0.7946758866483518
862,kianpirfalak,2022-11-29,0.0183644027748691,0.7227306550471204,0.2589049350052356
863,latri,2022-11-29,0.106470249320843,0.109142393969555,0.78438735058548
864,qatar,2022-11-29,0.088643505791881,0.4899419109242481,0.4214146069090909
865,qatar20,2022-11-29,0.0184826730031948,0.7560209914217252,0.2254963432428115
866,qat,2022-11-29,0.085866489194847,0.1335053147826086,0.7806281787439614
867,qa,2022-11-29,0.1080831204855643,0.3871326931496062,0.5047841704461943
868,pdvsaenvictoria,2022-11-29,0.0690503008664628,0.0717861337308868,0.8591635605912334
869,polonia,2022-11-29,0.0575646065843621,0.0684262406584362,0.8740091720576132
870,polarg,2022-11-29,0.0977668654545454,0.0722661568686868,0.8299669775757575
871,pol,2022-11-29,0.0987564256048387,0.0632368438306451,0.838006700766129
872,samuraiblue,2022-11-29,0.0460749874358974,0.2043906411538461,0.7495343576923077
873,samanyasin,2022-11-29,0.0284852181441048,0.535088837139738,0.4364259480786026
874,saharkhodayari,2022-11-29,0.0066973867647058,0.8290078805347593,0.1642947429411764
875,qatarworldcup2022,2022-11-29,0.1628450529425028,0.1519075920004453,0.6852473682711387
876,qatar2022,2022-11-29,0.1008341497402647,0.3601204994908327,0.539036315898836
877,senegal,2022-11-29,0.1440141231939163,0.0778603886303168,0.7781254809784538
878,sen,2022-11-29,0.0738790506669535,0.0915353250129087,0.8345856278571429
879,saytheir,2022-11-29,0.0316494795971978,0.1702072418038528,0.7981432886952715
880,saytheirnames,2022-11-29,0.0230041658040768,0.6931898330064361,0.2838060020037884
881,r2pforiran,2022-11-29,0.1251719030578512,0.148299282214876,0.7265288450743802
882,tehran,2022-11-29,0.0742579059375,0.174489204046875,0.75125291121875
883,méxico,2022-11-29,0.0793434326543209,0.0623785211111111,0.8582780435185184
884,mundialqatar2022,2022-11-29,0.09385539025,0.0981279618571428,0.8080166463928572
885,teammelli,2022-11-29,0.0597419542560265,0.6508341653868994,0.2894238892468828
886,ned,2022-11-29,0.0771221377113578,0.0793559163023057,0.8435219490520922
887,opiran,2022-11-29,0.0755310285691057,0.1863312478861788,0.7381377450081301
888,nfts,2022-11-29,0.364120968144208,0.028203719680851,0.6076752902245862
889,blackstars,2022-11-29,0.7794679177107143,0.0086024352114,0.2119296519910714
890,fifa,2022-11-29,0.1629857742364532,0.1779516768719211,0.6590625486206897
891,fifaworldcup,2022-11-29,0.1527748208506892,0.1102690171783272,0.7369058637848225
892,england,2022-11-29,0.2150440246853147,0.0876162237412587,0.6973397480769231
893,eng,2022-11-29,0.1101818613630975,0.0990320279226353,0.7903910120158041
894,fifaworldcup2022,2022-11-29,0.1256265232723948,0.1142570386713985,0.7601164477367458
895,eth,2022-11-29,0.2205162416608996,0.0424114815224913,0.7370722746366781
896,espnqatarenstarplus,2022-11-29,0.1046247283993902,0.0528487078506097,0.8425265579878048
897,freedom,2022-11-29,0.0731182104545454,0.1699168186561264,0.7569650015019763
898,freeiran,2022-11-29,0.074365022700587,0.1728631411937377,0.7527718656555773
899,asrapanahi,2022-11-29,0.0043351916531165,0.9006434203523035,0.0950213559620596
900,fifaワールドカップ,2022-11-29,0.040822053946711,0.2421649519816819,0.717012986519567
901,fifaworldcupqatar2022,2022-11-29,0.1445550383491599,0.1230525173698466,0.7323924411775018
902,fra,2022-11-29,0.0695266343627451,0.113171650245098,0.8173017064215686
903,football,2022-11-29,0.1516784869817073,0.1234039689832622,0.7249175398597562
904,chinaprotest2022,2022-11-29,0.0426241525368731,0.3336526482300885,0.6237232220648967
905,chinaprotests,2022-11-29,0.045100174160401,0.3281432015037594,0.6267566513533834
906,china,2022-11-29,0.045924702181208,0.3152761571700223,0.6387991434116331
907,contest,2022-11-29,0.1114361225833333,0.1009571526666666,0.787606719375
908,contestalerindia,2022-11-29,0.1094753843265306,0.1004939443673469,0.7900306681632654
909,contestalert,2022-11-29,0.1114509090980392,0.1003347679607843,0.7882143207450981
910,copamundialfifa,2022-11-29,0.104377862019347,0.0710824420314389,0.8233305150665055
911,coinexmoment,2022-11-29,0.158743452,0.1009154799999999,0.740341056
912,coinexturns5,2022-11-29,0.158743452,0.1009154799999999,0.740341056
913,ecdfmundialista,2022-11-29,0.0629706051859956,0.4663277772866521,0.470701615536105
914,ecusen,2022-11-29,0.1188711512,0.0605820091142857,0.8205468572857142
915,ecuador,2022-11-29,0.1023815173119469,0.1311471932300885,0.7664712925331858
916,ecu,2022-11-29,0.1051115801548672,0.0722507684070796,0.8226376624004424
917,carlosqueiroz,2022-11-29,0.0106463719247787,0.7093737922345134,0.2799798708628319
918,giveaway,2022-11-29,0.4153293640756914,0.0224679760407569,0.5622026418195051
919,amir_emad_mirmirani,2022-11-29,0.0537820662807525,0.2798830878726483,0.6663347995079595
920,argentina,2022-11-29,0.0798903501044386,0.0676411566057441,0.8524685060574413
921,inglaterra,2022-11-29,0.0672408943518518,0.1092575668287037,0.8235015325694444
922,29nov,2022-11-29,0.0578470022901678,0.0583658255275779,0.8837871910071943
923,ahora,2022-11-29,0.0479924763486842,0.2624936847532895,0.6895138547203947
924,arg,2022-11-29,0.0829713187443946,0.0864402962780269,0.8305883707623318
925,womenlifefreedom,2022-11-30,0.0699068710702341,0.1948203152842809,0.73527284180602
926,worldcupqatar2022,2022-11-30,0.1309623631675392,0.1103005017801047,0.7587371353926702
927,carlosqueiroz,2022-11-30,0.0089016463380281,0.7702262512676057,0.2208721256338028
928,ahora,2022-11-30,0.0475531162068965,0.2547578672988506,0.6976890364367816
929,worldcup,2022-11-30,0.2936955887384044,0.1077836543851252,0.5985207593223562
930,worldcup2022,2022-11-30,0.2331698223624595,0.1245003154476806,0.6423298718662351
931,29nov,2022-11-30,0.0546648844419134,0.0815583917995444,0.8637767380182232
932,coinexmoment,2022-11-30,0.1909091032152588,0.052927201852861,0.7561636916621254
933,coinexturns5,2022-11-30,0.1906419797304582,0.0534985952830188,0.7558594221563343
934,samuraiblue,2022-11-30,0.038254275477528,0.2860793523033708,0.6756663606179775
935,samanyasin,2022-11-30,0.0342017797222222,0.6188988481481481,0.3468993820370371
936,saharkhodayari,2022-11-30,0.0077618856074766,0.8143382319626168,0.1778998890654205
937,contest,2022-11-30,0.0993168639016393,0.113912425409836,0.7867707016065574
938,contestalerindia,2022-11-30,0.0980638649840255,0.1127420349520766,0.7891940916932907
939,contestalert,2022-11-30,0.1002467328,0.1116778003384615,0.7880754600923077
940,senegal,2022-11-30,0.2007452951447661,0.0646807687955233,0.7345739314053452
941,sen,2022-11-30,0.1082040957466666,0.0857462401866666,0.8060496640266667
942,saytheir,2022-11-30,0.0316576463636363,0.1747603274747474,0.7935820372727272
943,saytheirnames,2022-11-30,0.0212542671002609,0.7128237487901603,0.2659219847789787
944,chinaprotest2022,2022-11-30,0.0447008522377622,0.2983929976223776,0.6569061786713287
945,chinaprotests,2022-11-30,0.0467231577108433,0.2965686389156626,0.6567082345783132
946,china,2022-11-30,0.0527128087055016,0.2824969829449838,0.6647902221682848
947,usvsiran,2022-11-30,0.6482959950000001,0.0166945521052631,0.3350094994736842
948,unimoni,2022-11-30,0.0980638649840255,0.1127420349520766,0.7891940916932907
949,usmnt,2022-11-30,0.1501573879417475,0.4101056027184466,0.4397370124077669
950,ultimominuto,2022-11-30,0.0459242277162629,0.2854813931487889,0.668594386366782
951,ultimahora,2022-11-30,0.0463495813834951,0.2664847668203883,0.6871656564563107
952,usairn,2022-11-30,0.0546847964751552,0.4737321824223602,0.471583008726708
953,usa,2022-11-30,0.2097216704431909,0.1356986681385979,0.6545796619258663
954,asrapanahi,2022-11-30,0.0046384969318181,0.8946231281818182,0.1007383390909091
955,usavirn,2022-11-30,0.4620877218580376,0.1483793900104384,0.389532890354906
956,argentina,2022-11-30,0.1234222658684654,0.0695579319392917,0.8070197992242834
957,arg,2022-11-30,0.1066864998992443,0.0760689770277078,0.8172445164231738
958,vtv,2022-11-30,0.0817097808791208,0.085378032032967,0.8329121137362636
959,teammelli,2022-11-30,0.1278870033542319,0.5827038349216301,0.2894091611598746
960,wal,2022-11-30,0.1376072999678456,0.0994815421221865,0.7629111579099678
961,amir_emad_mirmirani,2022-11-30,0.0441463934246575,0.3705317008219178,0.585321858630137
962,tehran,2022-11-30,0.0847670171786833,0.1805738293730407,0.7346591796551725
963,waleng,2022-11-30,0.2373395672121212,0.0770140253333333,0.6856464130909091
964,wc2022,2022-11-30,0.0810626618241042,0.1579705650162866,0.7609668035179153
965,blackstars,2022-11-30,0.7141062140944882,0.0137874311811023,0.2721063794488189
966,mahsaamini,2022-11-30,0.2027612570729783,0.4198668903944773,0.3773718475897435
967,mahsa_amini,2022-11-30,0.0634839471325301,0.3082672161686747,0.6282488540963855
968,mankowutindamli,2022-11-30,0.113626901025641,0.065136777051282,0.8212363025641025
969,giveaway,2022-11-30,0.3007092026970954,0.0381322622130013,0.6611585248547718
970,football,2022-11-30,0.1625719277626459,0.1010128844941634,0.7364151845719844
971,fifaworldcupqatar2022,2022-11-30,0.1388567330989583,0.1193192054427083,0.7418240595247396
972,fifaworldcup,2022-11-30,0.1651422338895833,0.116214839223568,0.7185734838041666
973,fifaworldcup2022,2022-11-30,0.1345299734940855,0.1038931734433848,0.7615768553575978
974,fifaワールドカップ,2022-11-30,0.044298085297619,0.2395637820833333,0.716138143125
975,mehransamak,2022-11-30,0.0098513584459697,0.7431190124164025,0.2470295980869412
976,freedom,2022-11-30,0.073915478200692,0.1740592999653979,0.75202525
977,freeiran,2022-11-30,0.0751010758620689,0.169179747275862,0.7557192063448276
978,mex,2022-11-30,0.0915830050201612,0.0682810265725806,0.8401359692741935
979,fra,2022-11-30,0.1054546455312499,0.0698223934374999,0.82472294384375
980,iranrevolution,2022-11-30,0.0804545227964601,0.2930160674513274,0.6265294305663717
981,iranrevoiution2022,2022-11-30,0.2925810866941581,0.1432353599450171,0.5641835628934707
982,iranrevoiution,2022-11-30,0.0342277180168776,0.6113755893670887,0.354396694556962
983,iranvsusa,2022-11-30,0.5807983268326418,0.1310575258506224,0.2881441477455048
984,iranusa,2022-11-30,0.0417282329971988,0.2472358490196078,0.7110358905602241
985,iranrevolution2022,2022-11-30,0.0539658879700499,0.4352275326455906,0.510806596672213
986,iran,2022-11-30,0.2146183352349624,0.2430656665695489,0.542316011343985
987,iranprotests2022,2022-11-30,0.0684889103343465,0.213360116231003,0.7181509987841945
988,inglaterra,2022-11-30,0.0668304120394737,0.0922683913157894,0.8409011958552631
989,iranprotests,2022-11-30,0.0709721206764705,0.2331591037647059,0.6958688005
990,irausa,2022-11-30,0.1664294811111111,0.6448721414814815,0.1886983631851851
991,irgc,2022-11-30,0.0670340087741935,0.222331048,0.7106349700645161
992,irnusa,2022-11-30,0.02684483607321,0.6196401541373239,0.3535150144931044
993,irn,2022-11-30,0.1220807488668555,0.1972840330311614,0.6806352252974505
994,latri,2022-11-30,0.1085818138157894,0.0896813878618421,0.8017367888486843
995,kianpirfalak,2022-11-30,0.0249221759920634,0.7302672383333333,0.2448105750396825
996,kurdistan,2022-11-30,0.025120641091954,0.8066544798275861,0.168224807183908
997,ksa,2022-11-30,0.0886159484193548,0.0718000741290322,0.8395839766451614
998,polonia,2022-11-30,0.0645897495532646,0.0705040930927835,0.8649061551202749
999,polarg,2022-11-30,0.0913565165435356,0.1147198268601583,0.7939236432453827
1000,pol,2022-11-30,0.0918180973289902,0.0698403234527687,0.8383415733550489
1001,pdvsaenvictoria,2022-11-30,0.058566910845225,0.0673836871130625,0.8740493975301866
1002,r2pforiran,2022-11-30,0.0716779817013889,0.1729931921527777,0.7553288569791667
1003,copamundialfifa,2022-11-30,0.102844775,0.0747743569047619,0.8223808675396825
1004,qatar20,2022-11-30,0.0208249738671875,0.726865292421875,0.2523097402343749
1005,qatar,2022-11-30,0.1574278786516854,0.2440420636883801,0.5985300621825842
1006,qatar2022,2022-11-30,0.1251398111063395,0.2667850283435314,0.6080575593421803
1007,qat,2022-11-30,0.1039246025560538,0.1088224239013452,0.7872529686098655
1008,qa,2022-11-30,0.1143843272486772,0.3811867797883597,0.5044288765608466
1009,qatarworldcup2022,2022-11-30,0.17203389,0.1343175799489796,0.6936485391666667
1010,eth,2022-11-30,0.5377690630662021,0.0179273660278745,0.4443035756794425
1011,ned,2022-11-30,0.09421552790625,0.08159021540625,0.82419425459375
1012,navidadessegurasyfelices2022,2022-11-30,0.0520033762934362,0.04808995507722,0.8999066705212355
1013,nfts,2022-11-30,0.5010989222621185,0.0233354785180969,0.4755655971310593
1014,espnqatarenstarplus,2022-11-30,0.1067630212719298,0.0499410687280701,0.8432959035526315
1015,fifa,2022-11-30,0.1976843496717724,0.0863005634792122,0.7160150773741794
1016,méxico,2022-11-30,0.0714853550174216,0.0627379136933797,0.8657767405574913
1017,mundialqatar2022,2022-11-30,0.0688740043859649,0.1194281117543859,0.8116978921929825
1018,opiran,2022-11-30,0.0752288425,0.1876348920679012,0.7371362890123457
1019,ecdfmundialista,2022-11-30,0.0609880881818181,0.450837174,0.4881747310909091
1020,ecusen,2022-11-30,0.1641070858252427,0.0580553647988349,0.777837568815534
1021,ecu,2022-11-30,0.1263200133333333,0.0694117658585858,0.8042682307407407
1022,ecuador,2022-11-30,0.1499820730238726,0.0816117242175066,0.7684061950132626
1023,eng,2022-11-30,0.1528558286238532,0.0855920401979663,0.7615521311712538
1024,england,2022-11-30,0.2410096462087912,0.0905177847252747,0.6684725687912088
